Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season,Unnamed: 10,income
C3446,50,Female,Bangalore,['Electronics'],['Laptop'],Occasional Shopper,2209.55,No,Spring,,60499
C3447,32,Other,Chennai,['Fashion'],['Jeans'],Frequent Buyer,1290.59,No,Summer,,63421
C3448,30,Female,Chennai,"['Beauty', 'Books', 'Home Decor']","['Moisturizer', 'Fiction', 'Wall Art']",Occasional Shopper,1485.01,No,Spring,,58368
C3449,38,Female,Kolkata,['Fashion'],['Jeans'],Occasional Shopper,2155.29,Yes,Spring,,63445
C3450,31,Other,Bangalore,['Fashion'],['T-shirt'],Frequent Buyer,3524.14,No,Autumn,,66108
C3451,48,Female,Mumbai,"['Fitness', 'Beauty']","['Yoga Mat', 'Lipstick']",Frequent Buyer,4200.88,No,Autumn,,58774
C3452,54,Male,Kolkata,"['Home Decor', 'Beauty', 'Fashion']","['Lamp', 'Moisturizer', 'Jacket']",Occasional Shopper,2799.54,Yes,Summer,,57956
C3453,51,Other,Chennai,['Fitness'],['Resistance Bands'],Occasional Shopper,4057.71,Yes,Spring,,58353
C3454,51,Other,Bangalore,"['Beauty', 'Fitness']","['Moisturizer', 'Resistance Bands']",Frequent Buyer,4996.39,Yes,Winter,,76457
C3455,51,Other,Kolkata,"['Beauty', 'Home Decor', 'Fitness']","['Perfume', 'Curtains', 'Resistance Bands']",New Visitor,1658.08,Yes,Winter,,67482
C3456,25,Male,Kolkata,['Fitness'],['Dumbbells'],Occasional Shopper,3764.08,Yes,Summer,,48213
C3457,48,Other,Chennai,"['Home Decor', 'Electronics']","['Wall Art', 'Smartwatch']",Frequent Buyer,903.12,No,Winter,,55046
C3458,46,Female,Bangalore,"['Beauty', 'Electronics', 'Books']","['Lipstick', 'Laptop', 'Biography']",New Visitor,2894.09,Yes,Autumn,,66874
C3459,55,Male,Bangalore,"['Electronics', 'Fashion', 'Books']","['Smartwatch', 'T-shirt', 'Comics']",New Visitor,774.38,No,Autumn,,52874
C3460,30,Other,Kolkata,"['Fitness', 'Electronics']","['Resistance Bands', 'Smartphone']",New Visitor,854.19,Yes,Summer,,63708
C3461,55,Female,Chennai,"['Books', 'Fashion']","['Biography', 'Jeans']",Occasional Shopper,2849.73,No,Autumn,,64681
C3462,51,Male,Bangalore,"['Beauty', 'Books']","['Moisturizer', 'Fiction']",Frequent Buyer,3200.29,Yes,Autumn,,66193
C3463,22,Other,Mumbai,"['Beauty', 'Fashion', 'Electronics']","['Foundation', 'Jacket', 'Smartphone']",Occasional Shopper,1245.69,No,Winter,,34834
C3464,46,Female,Chennai,"['Beauty', 'Home Decor', 'Fashion']","['Moisturizer', 'Curtains', 'Shoes']",Frequent Buyer,1357.66,No,Spring,,62941
C3465,37,Other,Bangalore,['Beauty'],['Moisturizer'],New Visitor,722.22,Yes,Winter,,72054
C3466,23,Male,Mumbai,['Beauty'],['Foundation'],Occasional Shopper,3757.58,No,Summer,,46047
C3467,52,Female,Kolkata,"['Books', 'Electronics']","['Fiction', 'Smartwatch']",New Visitor,4214.97,Yes,Winter,,65954
C3468,25,Male,Mumbai,"['Fitness', 'Books']","['Yoga Mat', 'Fiction']",Frequent Buyer,2715.19,Yes,Winter,,54173
C3469,35,Male,Chennai,"['Books', 'Fitness']","['Fiction', 'Resistance Bands']",New Visitor,2550.44,Yes,Winter,,70293
C3470,50,Other,Kolkata,"['Home Decor', 'Books']","['Wall Art', 'Non-fiction']",New Visitor,860.52,No,Spring,,60612
C3471,27,Male,Bangalore,['Beauty'],['Lipstick'],Frequent Buyer,3836.3,No,Autumn,,72785
C3472,48,Male,Chennai,['Books'],['Fiction'],New Visitor,3362.6,Yes,Autumn,,56093
C3473,33,Other,Chennai,"['Fitness', 'Electronics']","['Yoga Mat', 'Headphones']",New Visitor,4619.01,No,Autumn,,65484
C3474,59,Female,Mumbai,"['Beauty', 'Books']","['Perfume', 'Non-fiction']",Frequent Buyer,4644.51,No,Summer,,46675
C3475,47,Male,Mumbai,['Home Decor'],['Lamp'],Frequent Buyer,4351.86,No,Spring,,75491
C3476,18,Female,Kolkata,"['Beauty', 'Fitness', 'Home Decor']","['Moisturizer', 'Yoga Mat', 'Curtains']",Occasional Shopper,1997.63,Yes,Autumn,,23936
C3477,51,Male,Chennai,['Electronics'],['Headphones'],Occasional Shopper,4135.31,Yes,Summer,,80024
C3478,41,Other,Mumbai,"['Books', 'Home Decor', 'Beauty']","['Biography', 'Curtains', 'Moisturizer']",Occasional Shopper,972.32,Yes,Autumn,,51694
C3479,21,Male,Chennai,['Fitness'],['Resistance Bands'],Occasional Shopper,3600.46,Yes,Autumn,,31891
C3480,54,Male,Delhi,"['Home Decor', 'Electronics', 'Fashion']","['Wall Art', 'Smartwatch', 'Shoes']",Occasional Shopper,2576.86,Yes,Spring,,52365
C3481,27,Other,Mumbai,['Home Decor'],['Wall Art'],New Visitor,3067.4,No,Autumn,,64205
C3482,47,Male,Chennai,"['Home Decor', 'Fitness', 'Fashion']","['Lamp', 'Treadmill', 'Shoes']",Frequent Buyer,3912.72,No,Spring,,86053
C3483,55,Male,Mumbai,['Books'],['Non-fiction'],Occasional Shopper,501.46,Yes,Winter,,42673
C3484,52,Other,Mumbai,['Fitness'],['Dumbbells'],Occasional Shopper,1008.1,No,Spring,,47669
C3485,30,Other,Kolkata,['Fitness'],['Treadmill'],New Visitor,2385.74,Yes,Winter,,79758
C3486,25,Other,Mumbai,"['Electronics', 'Beauty', 'Books']","['Smartwatch', 'Perfume', 'Biography']",Occasional Shopper,4161.09,Yes,Winter,,51050
C3487,43,Other,Bangalore,"['Books', 'Electronics', 'Beauty']","['Comics', 'Smartphone', 'Lipstick']",Occasional Shopper,2770.5,Yes,Autumn,,72852
C3488,50,Other,Kolkata,"['Home Decor', 'Fashion']","['Lamp', 'Jeans']",Frequent Buyer,4560.5,Yes,Autumn,,68192
C3489,59,Male,Delhi,"['Books', 'Fashion', 'Fitness']","['Biography', 'Jeans', 'Treadmill']",New Visitor,4292.42,No,Summer,,31034
C3490,51,Other,Mumbai,"['Books', 'Fashion', 'Home Decor']","['Comics', 'Jeans', 'Cushions']",Frequent Buyer,1222.32,No,Spring,,53211
C3491,33,Other,Bangalore,"['Home Decor', 'Fashion', 'Books']","['Cushions', 'Shoes', 'Non-fiction']",Frequent Buyer,2821.97,Yes,Summer,,65994
C3492,42,Male,Chennai,"['Home Decor', 'Beauty', 'Electronics']","['Lamp', 'Perfume', 'Headphones']",New Visitor,3658.03,Yes,Spring,,72202
C3493,54,Male,Delhi,"['Beauty', 'Fashion', 'Books']","['Lipstick', 'Shoes', 'Fiction']",Frequent Buyer,2801.57,Yes,Summer,,71234
C3494,34,Other,Kolkata,"['Books', 'Electronics', 'Home Decor']","['Fiction', 'Smartwatch', 'Cushions']",New Visitor,1097.94,Yes,Winter,,52886
C3495,57,Female,Mumbai,['Beauty'],['Perfume'],Frequent Buyer,2572.42,No,Winter,,44189
C3496,57,Female,Kolkata,"['Fashion', 'Electronics']","['Jacket', 'Smartphone']",Occasional Shopper,3034.61,No,Spring,,39065
C3497,36,Female,Kolkata,"['Fashion', 'Electronics']","['Jeans', 'Headphones']",New Visitor,1044.22,Yes,Autumn,,62407
C3498,29,Male,Bangalore,"['Fitness', 'Fashion', 'Beauty']","['Yoga Mat', 'T-shirt', 'Lipstick']",Occasional Shopper,2683.33,No,Winter,,56215
C3499,31,Male,Mumbai,['Home Decor'],['Lamp'],Occasional Shopper,3209.57,No,Winter,,78896
C3500,53,Other,Bangalore,"['Fitness', 'Fashion', 'Books']","['Dumbbells', 'Jeans', 'Non-fiction']",Occasional Shopper,1540.34,No,Summer,,58319
C3501,39,Female,Delhi,"['Home Decor', 'Fashion', 'Electronics']","['Curtains', 'T-shirt', 'Laptop']",Occasional Shopper,4849.76,No,Winter,,96461
C3502,33,Other,Kolkata,['Beauty'],['Perfume'],Occasional Shopper,3598.37,Yes,Summer,,73640
C3503,48,Other,Chennai,['Books'],['Fiction'],New Visitor,4099.71,No,Autumn,,60596
C3504,34,Other,Chennai,"['Books', 'Home Decor']","['Non-fiction', 'Curtains']",Occasional Shopper,1772.45,Yes,Winter,,57385
C3505,26,Female,Chennai,"['Fashion', 'Books', 'Fitness']","['Jeans', 'Fiction', 'Dumbbells']",Occasional Shopper,2595.08,No,Autumn,,42991
C3506,57,Male,Bangalore,"['Fitness', 'Home Decor']","['Treadmill', 'Curtains']",New Visitor,1603.33,Yes,Winter,,52614
C3507,53,Female,Chennai,"['Electronics', 'Home Decor', 'Fitness']","['Smartwatch', 'Curtains', 'Dumbbells']",Occasional Shopper,3398.65,No,Summer,,73123
C3508,21,Male,Mumbai,"['Fashion', 'Electronics', 'Beauty']","['Jacket', 'Headphones', 'Foundation']",New Visitor,749.31,No,Winter,,18487
C3509,53,Female,Bangalore,['Electronics'],['Smartwatch'],New Visitor,2249.47,Yes,Summer,,45480
C3510,19,Female,Delhi,"['Fashion', 'Electronics']","['Jacket', 'Smartwatch']",Occasional Shopper,2180.56,No,Summer,,27314
C3511,40,Other,Delhi,"['Books', 'Fitness']","['Fiction', 'Yoga Mat']",New Visitor,4586.51,No,Summer,,89653
C3512,58,Other,Kolkata,"['Beauty', 'Fashion', 'Fitness']","['Moisturizer', 'Shoes', 'Resistance Bands']",Occasional Shopper,2564.42,No,Autumn,,42095
C3513,32,Female,Mumbai,['Books'],['Fiction'],Frequent Buyer,2808.96,Yes,Summer,,70520
C3514,19,Female,Kolkata,"['Electronics', 'Beauty']","['Smartphone', 'Perfume']",Occasional Shopper,2607.72,Yes,Autumn,,25832
C3515,33,Female,Mumbai,"['Fitness', 'Fashion']","['Yoga Mat', 'Jacket']",Occasional Shopper,4687.51,Yes,Winter,,87016
C3516,32,Female,Bangalore,['Books'],['Fiction'],Frequent Buyer,1184.05,Yes,Autumn,,66040
C3517,23,Female,Mumbai,['Fashion'],['Jacket'],Occasional Shopper,3390.94,No,Spring,,33834
C3518,23,Other,Kolkata,['Fashion'],['Shoes'],Occasional Shopper,986.62,No,Winter,,40844
C3519,44,Male,Mumbai,"['Fitness', 'Books', 'Home Decor']","['Yoga Mat', 'Non-fiction', 'Curtains']",New Visitor,3271.77,Yes,Summer,,65978
C3520,57,Male,Mumbai,"['Electronics', 'Beauty']","['Smartwatch', 'Perfume']",Occasional Shopper,3222.34,Yes,Summer,,42421
C3521,24,Other,Bangalore,"['Fitness', 'Fashion', 'Home Decor']","['Yoga Mat', 'Jeans', 'Wall Art']",Occasional Shopper,4539.42,No,Winter,,79836
C3522,33,Female,Mumbai,"['Fashion', 'Electronics']","['Jeans', 'Laptop']",New Visitor,2754.08,No,Autumn,,77309
C3523,45,Other,Chennai,"['Books', 'Fitness', 'Fashion']","['Biography', 'Yoga Mat', 'Jeans']",Occasional Shopper,4578.76,Yes,Summer,,78061
C3524,39,Female,Delhi,"['Electronics', 'Beauty']","['Smartwatch', 'Perfume']",Frequent Buyer,4183.34,Yes,Spring,,92082
C3525,50,Other,Chennai,"['Fitness', 'Beauty']","['Resistance Bands', 'Moisturizer']",New Visitor,4596.51,Yes,Summer,,73016
C3526,37,Male,Kolkata,['Fitness'],['Resistance Bands'],Frequent Buyer,4526.55,Yes,Autumn,,87818
C3527,54,Other,Chennai,"['Books', 'Beauty', 'Fitness']","['Biography', 'Moisturizer', 'Resistance Bands']",Frequent Buyer,1246.08,Yes,Autumn,,56672
C3528,58,Female,Delhi,"['Home Decor', 'Fashion', 'Beauty']","['Lamp', 'Jeans', 'Perfume']",Frequent Buyer,2886.41,No,Summer,,52155
C3529,22,Male,Bangalore,['Fashion'],['Shoes'],Occasional Shopper,2233.63,Yes,Summer,,38390
C3530,57,Other,Mumbai,"['Home Decor', 'Fashion', 'Beauty']","['Curtains', 'T-shirt', 'Lipstick']",New Visitor,2471.15,Yes,Winter,,41857
C3531,41,Female,Mumbai,"['Fashion', 'Fitness']","['Jacket', 'Dumbbells']",Occasional Shopper,3322.0,No,Summer,,65809
C3532,60,Male,Kolkata,"['Books', 'Fitness', 'Beauty']","['Comics', 'Treadmill', 'Moisturizer']",Occasional Shopper,1270.97,No,Winter,,36838
C3533,55,Male,Mumbai,"['Home Decor', 'Fashion', 'Books']","['Cushions', 'T-shirt', 'Fiction']",Occasional Shopper,929.83,No,Winter,,43143
C3534,20,Other,Bangalore,['Electronics'],['Laptop'],Occasional Shopper,3164.37,Yes,Spring,,26000
C3535,57,Male,Bangalore,"['Books', 'Electronics']","['Non-fiction', 'Laptop']",Frequent Buyer,2376.37,Yes,Spring,,37079
C3536,39,Other,Chennai,['Fitness'],['Yoga Mat'],Frequent Buyer,2723.62,No,Spring,,84370
C3537,28,Male,Chennai,"['Beauty', 'Books']","['Lipstick', 'Non-fiction']",Occasional Shopper,4954.82,No,Summer,,65924
C3538,51,Male,Mumbai,"['Electronics', 'Books', 'Home Decor']","['Laptop', 'Fiction', 'Curtains']",New Visitor,2696.38,No,Summer,,48452
C3539,26,Other,Kolkata,"['Home Decor', 'Beauty', 'Fitness']","['Lamp', 'Foundation', 'Yoga Mat']",New Visitor,2576.76,Yes,Winter,,49406
C3540,45,Female,Mumbai,"['Fashion', 'Fitness']","['Jeans', 'Dumbbells']",Occasional Shopper,3581.59,Yes,Summer,,68739
C3541,26,Male,Mumbai,"['Books', 'Fashion']","['Non-fiction', 'Jacket']",Frequent Buyer,631.24,No,Winter,,34228
C3542,57,Other,Mumbai,"['Books', 'Fitness']","['Non-fiction', 'Resistance Bands']",New Visitor,4862.03,Yes,Winter,,44748
C3543,44,Male,Bangalore,['Beauty'],['Moisturizer'],Occasional Shopper,2010.95,Yes,Autumn,,66126
C3544,49,Female,Chennai,['Beauty'],['Lipstick'],Frequent Buyer,2021.54,No,Winter,,78477
C3545,56,Other,Bangalore,['Home Decor'],['Wall Art'],Occasional Shopper,4343.64,No,Autumn,,48074
C3546,42,Other,Delhi,"['Beauty', 'Fitness']","['Lipstick', 'Resistance Bands']",New Visitor,2625.27,Yes,Winter,,57761
C3547,18,Other,Mumbai,"['Home Decor', 'Fitness']","['Lamp', 'Treadmill']",Occasional Shopper,3279.79,Yes,Winter,,25041
C3548,23,Male,Bangalore,['Home Decor'],['Lamp'],Frequent Buyer,3074.95,Yes,Autumn,,57213
C3549,57,Other,Mumbai,['Fitness'],['Dumbbells'],Occasional Shopper,4173.28,Yes,Autumn,,58030
C3550,59,Female,Delhi,['Home Decor'],['Lamp'],Frequent Buyer,1471.5,No,Summer,,26766
C3551,45,Female,Chennai,['Electronics'],['Smartphone'],Occasional Shopper,4083.57,Yes,Spring,,57037
C3552,39,Male,Mumbai,"['Electronics', 'Books']","['Headphones', 'Non-fiction']",Occasional Shopper,2763.69,Yes,Spring,,94509
C3553,30,Other,Mumbai,"['Electronics', 'Books']","['Laptop', 'Fiction']",New Visitor,3827.69,Yes,Spring,,82408
C3554,41,Male,Bangalore,"['Books', 'Beauty', 'Fashion']","['Comics', 'Foundation', 'Jeans']",New Visitor,3941.96,No,Spring,,69171
C3555,45,Female,Chennai,"['Beauty', 'Books']","['Moisturizer', 'Biography']",Occasional Shopper,3414.23,No,Spring,,82193
C3556,26,Other,Chennai,"['Fitness', 'Fashion']","['Resistance Bands', 'Shoes']",New Visitor,4202.05,No,Summer,,33068
C3557,25,Female,Kolkata,"['Home Decor', 'Electronics', 'Beauty']","['Curtains', 'Headphones', 'Lipstick']",Frequent Buyer,3176.91,Yes,Winter,,50778
C3558,36,Other,Chennai,"['Beauty', 'Fashion', 'Fitness']","['Perfume', 'Jacket', 'Resistance Bands']",Occasional Shopper,4684.92,Yes,Spring,,87442
C3559,45,Male,Mumbai,"['Home Decor', 'Electronics']","['Cushions', 'Smartphone']",Frequent Buyer,4999.15,Yes,Summer,,95663
C3560,55,Female,Delhi,"['Books', 'Fashion']","['Comics', 'Jacket']",New Visitor,2094.76,Yes,Spring,,46626
C3561,44,Other,Kolkata,['Fashion'],['Jacket'],Frequent Buyer,3682.62,No,Autumn,,78691
C3562,60,Male,Mumbai,"['Fitness', 'Beauty']","['Yoga Mat', 'Foundation']",Occasional Shopper,1162.1,Yes,Summer,,29003
C3563,25,Other,Kolkata,['Books'],['Non-fiction'],New Visitor,983.42,No,Spring,,44726
C3564,34,Female,Bangalore,"['Fashion', 'Fitness']","['Jacket', 'Yoga Mat']",New Visitor,4656.29,Yes,Autumn,,71819
C3565,24,Other,Mumbai,['Beauty'],['Foundation'],New Visitor,3865.52,Yes,Summer,,49554
C3566,53,Female,Kolkata,"['Home Decor', 'Fitness', 'Fashion']","['Cushions', 'Dumbbells', 'Jeans']",New Visitor,2332.0,Yes,Autumn,,48558
C3567,24,Female,Kolkata,['Beauty'],['Foundation'],Frequent Buyer,702.97,Yes,Summer,,45790
C3568,45,Female,Chennai,"['Fashion', 'Home Decor']","['Shoes', 'Cushions']",New Visitor,1431.77,No,Spring,,74700
C3569,19,Female,Kolkata,['Fashion'],['Jacket'],Frequent Buyer,1529.08,Yes,Spring,,23319
C3570,51,Female,Mumbai,"['Beauty', 'Books', 'Electronics']","['Perfume', 'Comics', 'Smartphone']",New Visitor,4092.34,No,Winter,,65895
C3571,30,Male,Kolkata,['Books'],['Biography'],New Visitor,2248.58,No,Spring,,54760
C3572,25,Other,Bangalore,"['Beauty', 'Fashion']","['Foundation', 'Jeans']",Occasional Shopper,1992.53,Yes,Autumn,,44512
C3573,51,Other,Chennai,['Fitness'],['Dumbbells'],New Visitor,2838.28,Yes,Summer,,59736
C3574,33,Female,Chennai,"['Electronics', 'Beauty', 'Fitness']","['Smartphone', 'Perfume', 'Dumbbells']",Frequent Buyer,3649.68,No,Summer,,108312
C3575,25,Other,Delhi,['Fitness'],['Resistance Bands'],Frequent Buyer,1330.51,No,Summer,,36903
C3576,37,Female,Delhi,"['Books', 'Fashion']","['Fiction', 'T-shirt']",Occasional Shopper,4265.97,No,Autumn,,99167
C3577,38,Female,Bangalore,"['Electronics', 'Books']","['Headphones', 'Biography']",Frequent Buyer,4456.04,Yes,Spring,,94583
C3578,34,Female,Mumbai,"['Books', 'Electronics']","['Biography', 'Headphones']",Frequent Buyer,4188.63,Yes,Winter,,84017
C3579,23,Other,Delhi,['Fashion'],['Jacket'],Occasional Shopper,4097.9,No,Summer,,67224
C3580,38,Other,Delhi,['Books'],['Comics'],Occasional Shopper,624.38,Yes,Autumn,,66645
C3581,20,Female,Kolkata,['Beauty'],['Moisturizer'],New Visitor,858.42,No,Spring,,24474
C3582,57,Male,Mumbai,"['Books', 'Beauty']","['Comics', 'Perfume']",New Visitor,2058.59,No,Spring,,37542
C3583,59,Other,Bangalore,['Beauty'],['Perfume'],Frequent Buyer,901.14,Yes,Summer,,39543
C3584,43,Female,Bangalore,"['Home Decor', 'Electronics', 'Books']","['Cushions', 'Smartphone', 'Biography']",Frequent Buyer,924.8,Yes,Winter,,74670
C3585,41,Male,Chennai,"['Books', 'Fitness']","['Biography', 'Yoga Mat']",Frequent Buyer,3418.97,No,Spring,,69696
C3586,21,Male,Bangalore,"['Books', 'Fitness', 'Fashion']","['Non-fiction', 'Resistance Bands', 'Jacket']",Occasional Shopper,4266.3,No,Winter,,24240
C3587,25,Female,Kolkata,['Fashion'],['Jacket'],Frequent Buyer,4078.04,Yes,Summer,,52265
C3588,18,Male,Delhi,"['Beauty', 'Home Decor', 'Electronics']","['Perfume', 'Cushions', 'Smartphone']",Occasional Shopper,2150.86,No,Autumn,,22089
C3589,26,Other,Bangalore,['Fitness'],['Resistance Bands'],Frequent Buyer,4890.23,Yes,Autumn,,56555
C3590,57,Other,Mumbai,['Books'],['Fiction'],New Visitor,3959.58,No,Winter,,51629
C3591,50,Other,Delhi,"['Electronics', 'Books']","['Laptop', 'Comics']",Occasional Shopper,3237.38,No,Summer,,58036
C3592,36,Male,Mumbai,['Beauty'],['Moisturizer'],Occasional Shopper,4015.92,No,Spring,,79485
C3593,57,Female,Bangalore,"['Beauty', 'Fitness']","['Moisturizer', 'Dumbbells']",Occasional Shopper,520.69,No,Spring,,33519
C3594,19,Other,Mumbai,['Electronics'],['Headphones'],Frequent Buyer,2803.97,No,Summer,,30120
C3595,34,Male,Chennai,"['Electronics', 'Home Decor']","['Headphones', 'Curtains']",New Visitor,1255.98,No,Winter,,43729
C3596,55,Male,Bangalore,"['Books', 'Fitness', 'Home Decor']","['Biography', 'Dumbbells', 'Lamp']",New Visitor,920.31,Yes,Autumn,,45448
C3597,41,Male,Kolkata,"['Home Decor', 'Beauty']","['Cushions', 'Perfume']",Frequent Buyer,2222.78,Yes,Summer,,73181
C3598,54,Male,Mumbai,"['Electronics', 'Fitness', 'Home Decor']","['Smartphone', 'Resistance Bands', 'Cushions']",Frequent Buyer,2889.35,Yes,Autumn,,69535
C3599,57,Other,Bangalore,"['Books', 'Fashion', 'Electronics']","['Fiction', 'Jacket', 'Headphones']",Frequent Buyer,4725.52,Yes,Spring,,42461
C3600,31,Male,Chennai,"['Beauty', 'Books', 'Fitness']","['Perfume', 'Comics', 'Dumbbells']",Frequent Buyer,984.87,No,Winter,,45945
C3601,52,Female,Chennai,['Fashion'],['T-shirt'],New Visitor,3271.94,No,Spring,,67297
C3602,53,Male,Kolkata,"['Home Decor', 'Books']","['Wall Art', 'Fiction']",Frequent Buyer,2360.78,No,Winter,,51756
C3603,43,Male,Mumbai,['Fitness'],['Yoga Mat'],Occasional Shopper,4192.36,No,Autumn,,66103
C3604,40,Other,Delhi,"['Beauty', 'Fashion']","['Moisturizer', 'T-shirt']",Occasional Shopper,723.59,Yes,Summer,,57587
C3605,46,Male,Mumbai,"['Home Decor', 'Fitness', 'Beauty']","['Lamp', 'Yoga Mat', 'Moisturizer']",Frequent Buyer,3050.63,Yes,Spring,,61136
C3606,22,Female,Bangalore,['Fashion'],['T-shirt'],Occasional Shopper,1360.51,Yes,Winter,,39261
C3607,52,Female,Bangalore,"['Electronics', 'Books']","['Smartwatch', 'Biography']",Frequent Buyer,3124.61,Yes,Winter,,40784
C3608,55,Male,Chennai,"['Home Decor', 'Electronics']","['Cushions', 'Smartwatch']",Occasional Shopper,4390.0,Yes,Autumn,,73456
C3609,37,Other,Kolkata,"['Fashion', 'Fitness']","['Jeans', 'Resistance Bands']",New Visitor,2534.22,No,Summer,,86544
C3610,57,Male,Delhi,['Home Decor'],['Curtains'],Occasional Shopper,4208.06,No,Summer,,48620
C3611,30,Male,Kolkata,['Electronics'],['Smartphone'],New Visitor,1753.77,Yes,Winter,,55971
C3612,52,Male,Mumbai,"['Fitness', 'Beauty']","['Dumbbells', 'Lipstick']",Frequent Buyer,3817.17,No,Winter,,61959
C3613,32,Male,Chennai,['Books'],['Comics'],Frequent Buyer,603.82,Yes,Winter,,62238
C3614,25,Other,Mumbai,"['Beauty', 'Home Decor']","['Foundation', 'Lamp']",New Visitor,2767.58,No,Summer,,53750
C3615,50,Male,Delhi,"['Home Decor', 'Electronics', 'Beauty']","['Cushions', 'Smartphone', 'Foundation']",Occasional Shopper,3480.28,Yes,Spring,,69693
C3616,23,Other,Bangalore,"['Books', 'Electronics', 'Fitness']","['Fiction', 'Smartwatch', 'Treadmill']",Frequent Buyer,1015.52,Yes,Autumn,,37734
C3617,31,Other,Delhi,['Fitness'],['Dumbbells'],Occasional Shopper,4611.33,No,Autumn,,83086
C3618,34,Male,Kolkata,"['Fashion', 'Fitness']","['T-shirt', 'Dumbbells']",Occasional Shopper,1478.6,Yes,Spring,,71673
C3619,55,Other,Kolkata,"['Home Decor', 'Fitness']","['Cushions', 'Resistance Bands']",New Visitor,3217.64,No,Spring,,72812
C3620,58,Female,Chennai,"['Beauty', 'Home Decor']","['Lipstick', 'Cushions']",New Visitor,3871.43,No,Autumn,,47338
C3621,55,Other,Mumbai,"['Home Decor', 'Electronics']","['Wall Art', 'Headphones']",Occasional Shopper,1123.09,No,Autumn,,56879
C3622,38,Other,Kolkata,"['Books', 'Home Decor']","['Comics', 'Lamp']",Occasional Shopper,2759.37,No,Spring,,74724
C3623,39,Other,Bangalore,"['Books', 'Electronics', 'Beauty']","['Comics', 'Headphones', 'Foundation']",Frequent Buyer,3970.14,No,Spring,,96720
C3624,30,Female,Delhi,['Home Decor'],['Curtains'],Occasional Shopper,3653.55,Yes,Winter,,81719
C3625,24,Other,Chennai,"['Books', 'Fitness']","['Biography', 'Dumbbells']",Frequent Buyer,662.78,No,Autumn,,36205
C3626,38,Other,Kolkata,['Home Decor'],['Lamp'],Occasional Shopper,1299.19,No,Autumn,,80493
C3627,23,Male,Bangalore,"['Beauty', 'Home Decor', 'Fashion']","['Lipstick', 'Cushions', 'T-shirt']",New Visitor,1496.58,Yes,Summer,,48703
C3628,51,Male,Chennai,"['Electronics', 'Fashion', 'Books']","['Headphones', 'Jacket', 'Biography']",Frequent Buyer,3351.62,No,Spring,,58226
C3629,21,Other,Chennai,"['Home Decor', 'Electronics']","['Cushions', 'Smartwatch']",New Visitor,3183.04,Yes,Winter,,26036
C3630,25,Female,Kolkata,['Books'],['Comics'],Occasional Shopper,2559.06,Yes,Spring,,50752
C3631,23,Male,Chennai,"['Fashion', 'Beauty', 'Books']","['T-shirt', 'Moisturizer', 'Biography']",Frequent Buyer,3706.49,Yes,Autumn,,55423
C3632,20,Female,Kolkata,"['Books', 'Fashion', 'Beauty']","['Comics', 'Jacket', 'Perfume']",Frequent Buyer,1506.84,Yes,Winter,,25144
C3633,24,Female,Delhi,"['Fitness', 'Books', 'Beauty']","['Resistance Bands', 'Non-fiction', 'Moisturizer']",Occasional Shopper,1549.93,No,Autumn,,46767
C3634,21,Female,Bangalore,['Fitness'],['Yoga Mat'],New Visitor,2835.26,No,Autumn,,34334
C3635,35,Other,Bangalore,['Beauty'],['Foundation'],Frequent Buyer,4461.1,Yes,Autumn,,95325
C3636,29,Female,Bangalore,"['Electronics', 'Books', 'Beauty']","['Headphones', 'Biography', 'Perfume']",Frequent Buyer,1176.29,No,Spring,,46269
C3637,34,Other,Delhi,['Beauty'],['Foundation'],Frequent Buyer,2587.29,Yes,Autumn,,82869
C3638,36,Other,Delhi,"['Fitness', 'Electronics']","['Dumbbells', 'Laptop']",New Visitor,4220.65,Yes,Summer,,68474
C3639,25,Other,Kolkata,"['Books', 'Beauty', 'Electronics']","['Comics', 'Foundation', 'Laptop']",New Visitor,4197.8,Yes,Summer,,57568
C3640,46,Other,Delhi,"['Electronics', 'Beauty', 'Home Decor']","['Smartphone', 'Moisturizer', 'Cushions']",Frequent Buyer,1037.03,No,Autumn,,69061
C3641,19,Other,Bangalore,"['Fashion', 'Books', 'Beauty']","['Jacket', 'Non-fiction', 'Perfume']",Frequent Buyer,2093.53,Yes,Spring,,24471
C3642,40,Female,Bangalore,"['Books', 'Home Decor', 'Fashion']","['Comics', 'Wall Art', 'T-shirt']",Frequent Buyer,2408.56,Yes,Spring,,62813
C3643,27,Male,Bangalore,"['Books', 'Electronics', 'Fashion']","['Fiction', 'Laptop', 'T-shirt']",New Visitor,3906.05,No,Autumn,,48697
C3644,24,Male,Kolkata,['Books'],['Biography'],Occasional Shopper,1971.96,Yes,Spring,,38613
C3645,32,Female,Kolkata,"['Books', 'Electronics']","['Comics', 'Headphones']",Occasional Shopper,4366.18,Yes,Summer,,71562
C3646,36,Other,Delhi,"['Fashion', 'Beauty']","['Jeans', 'Moisturizer']",New Visitor,3957.4,Yes,Winter,,75277
C3647,38,Female,Delhi,"['Electronics', 'Books']","['Headphones', 'Fiction']",Frequent Buyer,2679.79,No,Autumn,,57923
C3648,43,Male,Chennai,['Home Decor'],['Cushions'],Occasional Shopper,3997.4,No,Summer,,79673
