Customer_ID,Product_ID,Category,productEvent_Type,Interaction_Value,Timestamp,Time_Spent_Seconds
C2793,P3257,Books,view,1.06,2025-10-21 23:03:51.678280,95
C2793,P2093,Home Decor,view,0.46,2025-07-03 01:52:38.679278,46
C2793,P3183,Fashion,view,2.47,2025-12-04 13:53:28.679278,55
C2793,P2984,Home Decor,view,0.34,2025-12-05 06:57:46.680278,19
C2793,P11168,Beauty,view,4.22,2025-03-15 15:47:26.681279,82
C2793,P7599,Home Decor,view,2.93,2025-03-26 15:49:27.682298,15
C2793,P7599,Home Decor,add_to_cart,1.0,2026-02-03 03:45:03.682298,146
C2793,P3428,Electronics,view,4.48,2025-07-21 21:12:04.685293,37
C2793,P8869,Fashion,view,4.54,2025-06-19 02:50:31.686284,31
C2991,P9376,Fashion,view,1.82,2025-06-09 07:15:23.688293,9
C2991,P8502,Fashion,view,4.75,2025-06-20 14:59:11.689284,78
C2991,P11762,Fashion,view,2.88,2025-05-31 14:30:12.692293,90
C2991,P11365,Fitness,view,1.92,2026-02-10 17:04:19.693283,80
C2991,P8687,Fashion,view,1.91,2025-04-18 23:17:45.694282,99
C2991,P9955,Beauty,view,2.44,2025-09-23 12:57:28.695282,100
C2991,P8490,Fashion,view,0.39,2025-08-01 18:49:40.696277,17
C2991,P8490,Fashion,add_to_cart,1.0,2025-02-28 19:10:14.696277,41
C2991,P3345,Fitness,view,2.57,2025-04-16 23:46:27.697277,74
C4828,P11420,Fashion,view,3.56,2025-05-02 08:40:51.698291,14
C4828,P11420,Fashion,add_to_cart,1.0,2025-06-11 18:42:52.698291,25
C4828,P2758,Electronics,view,0.18,2025-03-10 09:48:00.700675,25
C4828,P4027,Fitness,view,3.15,2025-04-23 12:08:23.703098,108
C4828,P8166,Home Decor,view,4.56,2025-09-18 03:37:10.704079,109
C4828,P9567,Home Decor,view,3.26,2025-10-02 17:25:15.705076,26
C4828,P9983,Home Decor,view,1.56,2025-06-12 01:09:13.706081,98
C4828,P11041,Electronics,view,2.37,2025-08-10 00:34:22.707086,101
C4828,P6216,Electronics,view,4.8,2025-07-28 23:24:33.709084,68
C4828,P6216,Electronics,add_to_cart,1.0,2025-11-18 14:29:53.709084,155
C4828,P4691,Electronics,view,4.99,2026-01-13 15:21:57.710083,102
C4828,P6445,Home Decor,view,2.32,2025-11-27 15:36:28.711085,31
C4828,P6445,Home Decor,add_to_cart,1.0,2025-12-17 04:39:48.711085,65
C4814,P6435,Fashion,view,0.83,2025-10-14 18:14:44.712083,37
C4814,P7660,Fashion,view,4.64,2025-04-16 16:42:53.713080,106
C4814,P7464,Books,view,4.53,2025-12-25 07:31:37.714561,40
C4814,P8115,Fashion,view,2.57,2026-01-12 20:57:07.715569,43
C4814,P7985,Fashion,view,4.35,2025-12-16 18:59:13.716570,113
C4814,P10136,Fashion,view,1.94,2025-07-23 15:21:17.718584,37
C4814,P9069,Fashion,view,1.87,2025-06-04 14:58:30.719576,110
C4814,P5856,Fashion,view,0.36,2025-05-05 09:37:39.720581,100
C4814,P10433,Fashion,view,4.31,2025-09-16 17:00:47.721578,40
C4814,P10433,Fashion,add_to_cart,1.0,2025-07-09 00:22:48.721578,76
C4814,P10433,Fashion,purchase,1396.0,2025-05-19 11:11:53.721578,238
C4814,P10433,Fashion,review,4.0,2025-03-07 03:31:53.721578,65
C3309,P5601,Fashion,view,1.25,2025-11-26 06:41:46.722576,105
C3309,P9079,Fashion,view,1.81,2026-02-20 07:49:00.725583,92
C3309,P7434,Home Decor,view,1.72,2025-11-08 22:05:18.727580,8
C3309,P8255,Fashion,view,3.76,2026-01-13 04:37:58.728578,80
C3309,P5834,Fashion,view,1.19,2025-08-18 17:33:17.729577,77
C3309,P8203,Fashion,view,4.27,2025-11-30 07:19:05.730589,96
C3309,P2059,Fashion,view,3.5,2025-05-21 18:33:14.730589,42
C3482,P2676,Fashion,view,2.57,2025-03-03 09:42:34.732587,108
C3482,P2002,Electronics,view,4.46,2025-06-16 01:19:03.734579,54
C3482,P2002,Electronics,add_to_cart,1.0,2026-01-20 22:48:52.734579,164
C3482,P5913,Fashion,view,1.9,2026-02-26 19:15:00.735584,101
C3482,P11250,Fashion,view,4.77,2025-06-27 04:15:30.737577,114
C3482,P8261,Fitness,view,3.61,2025-10-04 22:25:06.737577,94
C3482,P5061,Fashion,view,3.87,2026-01-21 13:59:23.738579,105
C3482,P7365,Fashion,view,0.18,2025-10-30 12:35:56.739576,69
C3482,P10242,Fashion,view,4.44,2025-11-08 18:29:33.741583,100
C1129,P6869,Electronics,view,2.85,2026-01-22 08:47:32.742585,25
C1129,P5556,Electronics,view,4.77,2025-08-09 02:05:05.744579,70
C1129,P3262,Electronics,view,1.47,2025-07-12 06:13:27.745579,94
C1129,P5542,Electronics,view,2.06,2025-09-17 13:54:05.746582,34
C1129,P7179,Electronics,view,1.12,2025-07-18 18:37:10.746582,52
C1129,P6742,Electronics,view,0.57,2025-03-10 18:56:34.747577,17
C8211,P10744,Books,view,3.36,2025-11-21 21:59:42.749585,25
C8211,P10744,Books,add_to_cart,1.0,2025-06-03 23:40:07.749585,136
C8211,P6021,Books,view,2.29,2025-10-11 19:05:14.751578,68
C8211,P3925,Electronics,view,3.75,2025-04-11 16:02:40.752579,80
C8211,P4088,Books,view,0.83,2025-04-16 07:00:17.753579,118
C8211,P3090,Electronics,view,0.27,2025-11-21 16:05:01.754581,112
C10204,P10429,Home Decor,view,3.0,2025-05-12 18:28:15.755577,88
C10204,P7797,Home Decor,view,0.58,2025-04-16 18:13:05.757588,84
C10204,P7797,Home Decor,add_to_cart,1.0,2025-06-26 15:32:56.757588,110
C10204,P7797,Home Decor,purchase,1717.0,2025-03-12 00:50:19.757588,315
C10204,P7797,Home Decor,review,2.0,2025-03-23 21:31:31.757588,205
C10204,P4914,Beauty,view,0.68,2025-12-11 16:30:51.759584,80
C10204,P4914,Beauty,add_to_cart,1.0,2025-03-19 18:12:19.759584,49
C10204,P4914,Beauty,purchase,1069.0,2025-07-31 06:52:55.759584,198
C10204,P4914,Beauty,review,3.0,2025-02-28 18:19:17.759584,237
C3311,P4536,Books,view,0.42,2025-11-05 14:45:16.761582,72
C3311,P4911,Books,view,1.1,2025-07-27 06:12:33.761582,38
C3311,P2367,Books,view,4.25,2025-08-26 22:07:48.762579,84
C3311,P2367,Books,add_to_cart,1.0,2025-09-10 21:12:35.762579,115
C3311,P2367,Books,purchase,3845.0,2025-03-12 01:50:39.762579,379
C3311,P2367,Books,review,5.0,2025-07-01 11:12:38.762579,147
C4298,P10985,Fashion,view,3.43,2025-10-14 18:16:39.763576,27
C4298,P7447,Fashion,view,0.81,2025-08-20 09:41:55.766584,45
C4298,P4285,Beauty,view,2.43,2026-02-02 00:28:03.769583,29
C4298,P10914,Beauty,view,4.67,2026-02-21 15:09:42.770581,86
C4298,P3720,Fashion,view,4.69,2025-04-29 13:57:37.771579,71
C10512,P2033,Fitness,view,4.43,2025-12-10 12:06:22.772582,57
C10512,P11014,Fashion,view,0.95,2025-06-30 07:57:14.774589,31
C10512,P11153,Fitness,view,2.07,2025-05-05 19:23:32.776580,99
C10512,P6862,Electronics,view,1.56,2025-12-28 19:04:23.777590,32
C7065,P8975,Books,view,4.43,2026-02-15 05:52:16.779576,79
C7065,P4295,Beauty,view,3.64,2025-03-31 19:40:19.780577,24
C7065,P2546,Beauty,view,1.06,2025-03-15 12:03:04.781577,35
C7065,P2622,Beauty,view,3.86,2026-01-25 00:22:20.784664,6
C7065,P2622,Beauty,add_to_cart,1.0,2025-05-17 07:07:48.784664,44
C7065,P2619,Books,view,3.73,2025-05-26 05:38:30.785661,90
C9268,P4449,Beauty,view,3.44,2025-04-11 00:26:50.787662,19
C9268,P3016,Beauty,view,0.71,2025-09-03 05:00:47.788658,47
C9268,P3016,Beauty,add_to_cart,1.0,2025-12-13 20:55:44.788658,54
C9268,P5902,Beauty,view,0.81,2025-04-17 05:36:33.789658,94
C9268,P5902,Beauty,add_to_cart,1.0,2025-05-22 21:32:56.789658,48
C9268,P8760,Beauty,view,2.74,2025-03-02 01:34:23.790671,42
C9268,P8760,Beauty,add_to_cart,1.0,2026-02-18 17:06:38.790671,163
C9268,P8760,Beauty,purchase,322.0,2025-07-11 16:40:45.790671,179
C2982,P5010,Fitness,view,1.92,2026-02-15 07:44:55.792664,92
C2982,P6285,Electronics,view,2.18,2025-07-19 01:09:10.793669,108
C2982,P11403,Electronics,view,0.2,2025-09-02 02:08:07.796660,100
C2982,P7574,Fitness,view,2.8,2025-10-04 19:05:25.798681,63
C2982,P5692,Fitness,view,1.55,2025-04-29 07:21:12.800678,57
C2982,P4023,Electronics,view,2.73,2025-09-25 16:38:36.802687,11
C2982,P4023,Electronics,add_to_cart,1.0,2026-01-10 10:56:39.802687,46
C2982,P3121,Electronics,view,0.98,2025-10-29 13:11:13.803678,13
C4616,P9130,Fashion,view,2.48,2025-03-26 06:50:31.804682,106
C4616,P9130,Fashion,add_to_cart,1.0,2025-07-15 00:14:38.804682,156
C4616,P7660,Fashion,view,2.44,2025-10-02 23:46:20.805684,60
C4616,P7761,Fashion,view,4.99,2025-06-05 18:01:38.806677,25
C4616,P8465,Fashion,view,0.75,2026-01-06 06:03:39.807680,26
C5751,P4555,Electronics,view,3.74,2025-03-10 20:52:21.810683,54
C5751,P7133,Home Decor,view,2.02,2025-11-03 18:21:42.813110,32
C5751,P11710,Electronics,view,0.22,2025-03-29 10:25:51.818137,26
C5751,P11710,Electronics,add_to_cart,1.0,2025-09-21 20:23:50.818137,133
C5751,P11710,Electronics,purchase,4014.0,2026-02-09 01:01:12.818137,262
C5751,P11710,Electronics,review,1.0,2025-07-03 09:36:06.818137,236
C5751,P7549,Home Decor,view,3.51,2025-06-23 19:17:58.821319,18
C5751,P6851,Electronics,view,2.46,2025-04-03 01:39:22.823317,15
C5092,P3404,Electronics,view,4.15,2025-08-05 17:30:28.825679,116
C5092,P10232,Electronics,view,2.09,2025-11-23 00:59:56.828076,45
C5092,P10232,Electronics,add_to_cart,1.0,2025-04-25 12:47:54.828076,93
C5092,P4416,Electronics,view,2.49,2025-03-02 17:47:51.829076,70
C5092,P10088,Electronics,view,4.37,2025-06-09 07:28:20.831075,96
C5092,P11012,Beauty,view,0.37,2025-04-09 03:52:58.834084,78
C5092,P6422,Electronics,view,2.79,2025-11-30 09:48:40.836079,82
C5092,P6422,Electronics,add_to_cart,1.0,2025-08-01 06:36:32.836079,168
C5092,P5667,Electronics,view,0.11,2025-05-23 02:08:32.838077,109
C5092,P11652,Electronics,view,1.54,2025-11-10 07:32:55.838077,7
C5092,P2756,Beauty,view,3.33,2025-06-08 14:14:00.839071,98
C6929,P2956,Electronics,view,4.91,2026-02-01 14:30:54.840073,58
C6929,P2151,Electronics,view,0.68,2026-02-04 15:50:03.842081,76
C6929,P7936,Electronics,view,2.36,2025-08-23 18:00:50.844079,85
C6929,P6089,Books,view,3.55,2025-04-12 16:56:49.845085,30
C6929,P10127,Electronics,view,3.04,2025-06-22 02:39:24.847345,43
C6929,P10127,Electronics,add_to_cart,1.0,2025-09-16 11:40:30.847345,58
C6929,P10127,Electronics,purchase,1300.0,2026-01-22 11:52:32.847345,210
C6929,P10127,Electronics,review,2.0,2026-02-09 21:49:53.847345,143
C6929,P6707,Electronics,view,0.91,2025-04-18 16:43:39.848347,34
C6929,P6707,Electronics,add_to_cart,1.0,2025-11-30 04:19:28.848347,33
C6929,P6707,Electronics,purchase,3754.0,2025-07-30 07:35:16.848347,325
C9004,P5651,Fitness,view,1.94,2025-06-28 17:02:41.850354,52
C9004,P6773,Beauty,view,0.95,2025-12-07 01:11:05.852353,43
C9004,P9986,Beauty,view,0.77,2025-09-28 22:32:24.854406,107
C9004,P11272,Beauty,view,4.59,2025-10-21 14:05:06.855405,56
C9004,P3707,Home Decor,view,2.54,2025-10-04 12:05:50.856399,73
C9004,P7963,Beauty,view,1.67,2025-10-15 03:46:50.858406,13
C5893,P11236,Fashion,view,3.56,2025-12-07 00:38:51.860412,43
C5893,P5723,Fashion,view,2.13,2025-11-07 00:15:00.861407,38
C5893,P5723,Fashion,add_to_cart,1.0,2025-07-05 11:12:46.861407,41
C5893,P5723,Fashion,purchase,1061.0,2026-01-12 14:14:34.861407,288
C5893,P5723,Fashion,review,5.0,2026-01-23 21:37:46.861407,201
C5893,P8927,Beauty,view,4.56,2025-12-18 22:50:49.862404,48
C5893,P8186,Fashion,view,0.15,2026-01-29 09:57:32.863412,69
C5215,P2790,Books,view,3.97,2025-05-29 22:29:24.864399,11
C5215,P6240,Books,view,3.14,2025-03-27 09:51:02.864399,44
C5215,P11199,Books,view,2.1,2025-10-02 06:19:59.866412,63
C5215,P11199,Books,add_to_cart,1.0,2026-02-01 07:41:51.866412,76
C5215,P10153,Books,view,4.19,2025-06-02 14:23:37.867405,27
C5215,P5952,Books,view,4.43,2025-08-27 01:32:12.868402,113
C5215,P5952,Books,add_to_cart,1.0,2025-11-09 19:01:50.868402,123
C5215,P5952,Books,purchase,4141.0,2025-11-15 09:58:21.868402,239
C5215,P5952,Books,review,1.0,2025-09-17 05:45:01.868402,169
C5215,P3402,Books,view,0.75,2025-08-10 08:08:43.869630,73
C5215,P8373,Books,view,2.75,2025-09-09 23:21:20.870625,91
C5215,P8373,Books,add_to_cart,1.0,2025-12-17 18:53:32.870625,161
C5215,P4159,Fashion,view,1.49,2025-07-12 14:22:18.870625,42
C5215,P8971,Books,view,2.2,2025-09-06 17:28:03.871625,14
C5215,P8971,Books,add_to_cart,1.0,2025-03-27 13:02:43.871625,172
C5215,P8971,Books,purchase,3796.0,2025-11-02 16:26:24.871625,399
C5215,P8971,Books,review,2.0,2025-12-22 22:17:13.871625,155
C5215,P4586,Fashion,view,1.23,2025-10-16 13:15:48.871625,78
C10605,P7609,Home Decor,view,2.16,2025-10-02 13:21:28.872639,110
C10605,P4658,Home Decor,view,0.88,2025-11-13 12:58:21.872639,91
C10605,P10271,Home Decor,view,4.4,2025-09-21 05:57:21.873633,29
C10605,P9846,Home Decor,view,4.1,2025-10-31 11:13:02.874633,47
C10605,P9846,Home Decor,add_to_cart,1.0,2025-02-27 20:26:23.874633,151
C10605,P9601,Home Decor,view,2.87,2025-12-22 15:21:07.874633,78
C10605,P9601,Home Decor,add_to_cart,1.0,2025-11-24 02:33:32.874633,91
C10605,P9601,Home Decor,purchase,582.0,2025-05-09 22:34:34.874633,235
C10605,P3956,Home Decor,view,3.57,2026-01-16 06:23:35.875630,106
C10605,P4277,Home Decor,view,1.95,2025-12-22 01:31:01.877632,29
C10605,P4277,Home Decor,add_to_cart,1.0,2026-01-09 21:22:52.877632,163
C8740,P3875,Electronics,view,0.17,2025-10-01 01:31:10.879629,68
C8740,P3495,Beauty,view,0.79,2025-03-10 21:16:21.879629,99
C8740,P8334,Beauty,view,2.18,2025-05-28 12:04:11.880627,24
C8740,P11425,Electronics,view,0.81,2025-12-13 08:16:41.880627,82
C8740,P11425,Electronics,add_to_cart,1.0,2025-06-06 08:57:18.880627,43
C8740,P11425,Electronics,purchase,3382.0,2025-05-13 14:59:17.880627,336
C8740,P11425,Electronics,review,4.0,2025-11-10 05:34:44.880627,120
C7300,P5056,Electronics,view,4.12,2025-05-10 20:16:48.881629,84
C7300,P10122,Electronics,view,2.91,2025-05-04 07:45:23.882633,117
C7300,P7385,Electronics,view,2.43,2025-04-09 07:49:40.883634,90
C7300,P3390,Electronics,view,4.02,2026-01-11 20:44:17.884638,71
C7300,P10474,Electronics,view,1.28,2025-08-03 05:23:55.885634,58
C7300,P10573,Electronics,view,2.58,2025-06-10 08:40:07.886629,80
C7300,P10573,Electronics,add_to_cart,1.0,2025-10-22 02:51:02.886629,34
C7300,P8232,Fashion,view,1.48,2025-03-03 16:48:18.887624,102
C7300,P8232,Fashion,add_to_cart,1.0,2025-08-29 17:15:35.887624,138
C7300,P8232,Fashion,purchase,3359.0,2025-08-01 09:30:36.887624,218
C7300,P11688,Electronics,view,4.32,2025-03-20 08:48:10.887624,31
C7300,P11397,Electronics,view,0.43,2025-10-03 15:33:09.888625,85
C7300,P6201,Electronics,view,1.56,2025-03-02 01:42:07.889627,109
C9113,P6976,Beauty,view,4.77,2026-02-10 16:42:38.889627,9
C9113,P4795,Beauty,view,1.37,2025-07-02 12:37:26.891629,7
C9113,P5824,Beauty,view,2.79,2025-08-29 05:37:24.893634,36
C9113,P3779,Beauty,view,1.69,2025-07-12 09:52:43.894630,49
C9113,P9572,Books,view,0.52,2025-11-21 14:30:12.896628,43
C9113,P5886,Home Decor,view,3.06,2025-11-24 02:10:43.897630,56
C9113,P11888,Fitness,view,2.12,2025-03-01 19:06:30.898647,22
C8370,P5884,Home Decor,view,0.51,2025-03-03 17:39:27.900651,41
C8370,P5884,Home Decor,add_to_cart,1.0,2025-12-13 11:24:12.900651,166
C8370,P6138,Home Decor,view,1.87,2025-09-21 15:11:13.902648,79
C8370,P6905,Home Decor,view,4.95,2025-05-28 04:37:54.903646,46
C8370,P2256,Home Decor,view,1.18,2026-01-06 11:25:58.905645,46
C8370,P4866,Home Decor,view,1.69,2025-08-31 08:16:07.908886,29
C8370,P2205,Home Decor,view,1.1,2025-10-26 21:40:39.909907,67
C8370,P2656,Home Decor,view,0.2,2025-04-17 06:26:11.911902,56
C8370,P6514,Home Decor,view,4.14,2025-08-28 12:34:23.911902,97
C8370,P2928,Electronics,view,2.01,2025-03-22 22:12:57.913415,115
C8370,P3363,Books,view,3.15,2025-06-05 19:01:50.913415,83
C10296,P2373,Books,view,3.8,2025-09-27 04:54:43.914432,57
C10296,P7021,Beauty,view,4.03,2025-10-12 23:12:28.916441,17
C10296,P10340,Books,view,3.59,2026-02-13 00:41:23.917433,19
C10296,P2476,Home Decor,view,4.27,2025-03-17 13:57:06.918433,14
C10296,P7231,Books,view,2.86,2026-02-14 04:39:36.919437,70
C10296,P4546,Fitness,view,4.83,2025-03-29 18:23:29.920429,21
C10296,P4546,Fitness,add_to_cart,1.0,2025-03-01 17:32:28.920429,156
C10296,P4546,Fitness,purchase,889.0,2025-08-19 08:31:29.920429,128
C10296,P9530,Books,view,3.5,2025-03-01 17:22:07.920429,109
C10296,P7268,Fitness,view,1.32,2025-08-05 14:25:45.921427,24
C10296,P7591,Fitness,view,0.67,2025-10-18 03:32:49.921427,40
C10296,P10766,Books,view,2.66,2025-12-05 20:29:20.922443,63
C10296,P10766,Books,add_to_cart,1.0,2025-05-12 18:11:40.922443,93
C10296,P10766,Books,purchase,4690.0,2025-09-13 01:38:45.922443,258
C10296,P10766,Books,review,3.0,2025-12-17 19:52:48.922443,182
C1827,P3116,Books,view,1.47,2026-01-15 20:44:27.922443,104
C1827,P11557,Books,view,4.86,2025-11-05 19:00:06.924443,36
C1827,P11557,Books,add_to_cart,1.0,2026-02-20 23:50:56.924443,101
C1827,P3431,Books,view,0.3,2025-03-17 04:01:42.926703,18
C1827,P6534,Books,view,1.02,2025-09-23 21:39:20.928729,64
C1827,P6534,Books,add_to_cart,1.0,2026-02-16 00:30:01.928729,129
C1827,P6534,Books,purchase,3698.0,2025-12-20 12:59:03.928729,290
C1505,P7112,Fashion,view,3.45,2025-09-21 22:42:30.929734,13
C1505,P2555,Fashion,view,1.76,2025-08-14 13:06:47.930727,115
C1505,P2555,Fashion,add_to_cart,1.0,2025-07-02 04:47:44.930727,104
C1505,P2555,Fashion,purchase,2382.0,2025-03-12 17:30:39.930727,221
C1505,P11308,Fashion,view,1.12,2025-05-24 19:31:29.930727,48
C1505,P6797,Fashion,view,3.47,2025-04-01 11:14:44.931730,43
C10338,P10155,Electronics,view,2.26,2026-02-06 23:36:29.932743,75
C10338,P8173,Electronics,view,1.44,2026-02-17 03:21:58.934734,54
C10338,P10062,Electronics,view,2.11,2026-02-10 21:05:22.935737,50
C10338,P10532,Electronics,view,0.36,2025-03-02 08:49:06.937728,35
C10338,P10532,Electronics,add_to_cart,1.0,2025-11-03 08:48:21.937728,130
C3578,P4944,Beauty,view,4.55,2025-04-09 10:00:11.938728,105
C3578,P6192,Beauty,view,1.8,2026-01-22 17:35:02.939727,36
C3578,P8638,Beauty,view,4.75,2025-08-11 14:09:19.940739,20
C3578,P9417,Books,view,0.81,2025-10-11 14:33:43.942739,86
C3578,P8022,Beauty,view,4.91,2026-02-06 21:24:46.944730,87
C3578,P6773,Beauty,view,2.52,2025-05-08 20:09:14.946732,24
C3578,P4848,Books,view,1.73,2026-02-07 06:53:46.946732,94
C3578,P9533,Fitness,view,0.77,2025-07-20 08:00:38.947727,12
C5831,P11949,Fashion,view,0.24,2025-03-24 17:35:42.948734,115
C5831,P8934,Books,view,3.87,2025-09-19 01:01:07.949746,45
C5831,P8824,Fashion,view,0.34,2025-08-09 10:05:02.951728,61
C5831,P5952,Books,view,4.85,2025-05-04 14:32:21.952737,100
C5724,P7079,Fashion,view,0.31,2025-11-16 06:21:14.953731,49
C5724,P11337,Home Decor,view,0.93,2025-12-29 20:07:10.954728,54
C5724,P6391,Fashion,view,0.36,2025-04-03 20:05:38.955731,15
C4780,P5049,Fitness,view,2.68,2025-04-16 10:04:16.956731,85
C4780,P6022,Fitness,view,1.08,2026-01-04 19:57:06.958737,119
C4780,P3836,Fashion,view,4.76,2025-12-05 22:41:15.960731,112
C4780,P8037,Fitness,view,2.74,2025-07-30 20:52:12.962731,34
C4780,P3328,Fitness,view,4.45,2025-05-13 22:57:43.963728,26
C4780,P5637,Fitness,view,2.8,2025-08-19 09:59:39.965737,109
C4780,P10980,Books,view,0.65,2026-02-19 17:46:27.967729,107
C4780,P3322,Fitness,view,2.29,2025-07-08 22:22:59.969727,13
C2453,P5863,Books,view,2.33,2025-04-16 07:37:06.971730,33
C2453,P9625,Books,view,2.92,2025-05-14 06:56:02.972727,118
C2453,P10627,Books,view,4.37,2025-11-13 17:17:53.973738,37
C2453,P5464,Books,view,0.89,2025-12-22 05:27:17.975730,120
C2453,P5464,Books,add_to_cart,1.0,2026-01-04 03:45:03.975730,34
C2453,P9417,Books,view,3.02,2025-08-15 15:54:37.977730,63
C2453,P3143,Home Decor,view,2.75,2025-11-21 06:48:23.978731,119
C7186,P6659,Books,view,2.12,2025-09-05 00:58:04.979726,91
C7186,P11799,Beauty,view,1.8,2025-09-20 00:37:05.980728,47
C7186,P11799,Beauty,add_to_cart,1.0,2025-10-06 05:12:52.980728,69
C7186,P11799,Beauty,purchase,1239.0,2026-01-15 09:31:38.980728,268
C7186,P8195,Beauty,view,3.41,2025-09-28 18:14:37.981728,111
C7186,P8195,Beauty,add_to_cart,1.0,2025-06-23 18:21:45.981728,89
C7186,P8195,Beauty,purchase,3693.0,2025-12-23 03:29:06.981728,143
C7186,P8195,Beauty,review,3.0,2025-12-21 02:41:39.981728,125
C7186,P4137,Books,view,2.82,2025-07-14 22:15:16.982729,110
C7186,P8937,Beauty,view,2.38,2026-01-15 12:53:35.983729,45
C7186,P11257,Beauty,view,2.88,2025-04-06 21:58:31.983729,43
C7186,P3723,Books,view,2.1,2025-10-03 23:37:34.986779,36
C7186,P10301,Books,view,4.81,2026-01-19 20:12:23.987803,112
C7186,P10301,Books,add_to_cart,1.0,2025-04-04 03:08:02.987803,37
C7186,P10301,Books,purchase,2415.0,2025-08-07 23:35:35.987803,375
C7186,P10301,Books,review,1.0,2026-01-20 23:38:44.987803,99
C7886,P2160,Fashion,view,1.92,2025-04-18 17:51:33.988798,56
C7886,P7357,Fashion,view,4.56,2025-08-08 19:53:04.989799,18
C7886,P9380,Fitness,view,0.41,2025-09-07 15:23:01.993172,120
C7886,P9380,Fitness,add_to_cart,1.0,2025-03-09 16:58:41.993172,32
C7886,P9380,Fitness,purchase,3372.0,2025-03-28 01:15:20.993172,223
C7886,P9380,Fitness,review,3.0,2025-03-21 22:23:00.993172,208
C7886,P11836,Fitness,view,2.9,2025-10-07 12:03:30.994194,119
C7886,P11438,Fitness,view,0.26,2025-06-12 11:40:46.995190,37
C7886,P11365,Fitness,view,2.73,2025-12-16 00:01:47.996190,33
C7886,P11365,Fitness,add_to_cart,1.0,2025-07-07 19:51:59.996190,23
C7886,P5616,Fitness,view,4.71,2025-07-13 15:04:42.996190,34
C7886,P11260,Fashion,view,4.19,2026-02-06 02:20:34.997194,73
C7886,P4170,Fashion,view,0.82,2025-05-26 12:13:51.997194,72
C4568,P10240,Beauty,view,4.01,2025-07-15 16:57:49.998188,66
C4568,P5965,Fashion,view,1.95,2025-07-28 12:14:50.000203,116
C4568,P10435,Beauty,view,3.41,2025-03-20 05:25:39.002250,78
C2262,P9659,Electronics,view,2.34,2025-10-05 13:57:17.003272,75
C2262,P6802,Electronics,view,2.38,2026-02-19 04:57:52.004271,8
C2262,P4336,Electronics,view,1.6,2025-07-17 10:54:10.005272,44
C2262,P11058,Electronics,view,4.76,2025-04-03 18:41:53.005272,17
C2262,P4958,Electronics,view,0.27,2025-06-09 01:28:45.006272,55
C2262,P4958,Electronics,add_to_cart,1.0,2025-11-25 17:57:58.006272,134
C2262,P2318,Electronics,view,2.22,2025-07-09 14:54:25.009939,57
C2262,P5686,Electronics,view,1.47,2025-09-19 02:52:17.010961,20
C2262,P9786,Electronics,view,0.67,2025-09-13 19:25:59.011959,19
C2262,P3654,Electronics,view,2.01,2025-04-13 22:56:25.013475,21
C4990,P9786,Electronics,view,2.58,2026-01-11 23:43:20.013475,51
C4990,P9786,Electronics,add_to_cart,1.0,2025-07-02 16:52:24.013475,85
C4990,P9786,Electronics,purchase,4496.0,2025-10-06 06:37:23.013475,354
C4990,P3659,Electronics,view,4.0,2025-12-23 23:10:37.014490,80
C4990,P3659,Electronics,add_to_cart,1.0,2026-01-27 18:02:38.014490,146
C4990,P10771,Electronics,view,1.61,2026-02-21 22:40:35.016498,16
C7066,P4928,Beauty,view,1.1,2025-08-06 08:34:28.017706,96
C7066,P11129,Beauty,view,1.38,2025-07-11 16:57:15.018728,21
C7066,P4382,Fitness,view,0.16,2025-04-09 17:39:15.019728,70
C7066,P2868,Beauty,view,3.94,2025-10-29 01:58:16.020731,120
C7066,P2868,Beauty,add_to_cart,1.0,2025-09-01 18:41:15.020731,154
C7066,P3357,Beauty,view,4.43,2026-02-06 13:52:50.021728,36
C7066,P3357,Beauty,add_to_cart,1.0,2025-03-18 21:27:40.021728,160
C7066,P3357,Beauty,purchase,4266.0,2025-12-23 07:09:54.021728,143
C7066,P3110,Beauty,view,2.11,2025-06-26 18:39:32.021728,51
C7066,P5100,Electronics,view,3.41,2026-01-16 17:01:09.022727,65
C7066,P4358,Beauty,view,0.48,2025-09-15 20:20:45.024730,32
C7066,P11065,Beauty,view,4.81,2025-11-09 19:43:13.025727,80
C10622,P6816,Beauty,view,0.32,2026-02-24 21:30:22.026870,87
C10622,P3194,Beauty,view,0.3,2025-07-18 15:47:26.027884,83
C10622,P3869,Home Decor,view,3.71,2025-05-15 20:33:46.027884,43
C7152,P3245,Beauty,view,0.78,2025-08-28 10:01:03.028886,7
C7152,P3245,Beauty,add_to_cart,1.0,2026-02-03 07:07:57.028886,179
C7152,P3245,Beauty,purchase,287.0,2025-09-15 01:31:21.028886,304
C7152,P6860,Beauty,view,3.16,2025-09-24 10:58:10.028886,106
C7152,P11147,Beauty,view,0.55,2025-07-17 23:04:51.029889,16
C7152,P11147,Beauty,add_to_cart,1.0,2025-08-23 09:22:15.029889,153
C6284,P2059,Fashion,view,4.1,2026-01-03 03:51:33.029889,24
C6284,P2059,Fashion,add_to_cart,1.0,2025-11-11 11:02:43.029889,36
C6284,P2789,Fashion,view,4.72,2025-05-29 06:58:54.030889,25
C6284,P2789,Fashion,add_to_cart,1.0,2026-02-01 22:30:34.030889,57
C6284,P4885,Fashion,view,2.16,2025-11-18 19:35:54.031888,87
C6284,P5723,Fashion,view,1.64,2026-01-15 09:25:13.032894,50
